,artist.inverted,track,time,genre,date.entered,date.peaked,week,no.
1272,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,x21st.week,30.0
1273,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,x22nd.week,40.0
1274,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,x23rd.week,36.0
1275,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,x24th.week,41.0
1276,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x1st.week,77.0
1277,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x2nd.week,63.0
1278,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x3rd.week,61.0
1279,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x4th.week,58.0
1280,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x5th.week,54.0
1281,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x6th.week,47.0
1282,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x7th.week,53.0
1283,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x8th.week,52.0
1284,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x9th.week,49.0
1285,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x10th.week,52.0
1286,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x11th.week,60.0
1287,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x12th.week,62.0
1288,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x13th.week,69.0
1289,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x14th.week,69.0
1290,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x15th.week,63.0
1291,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x16th.week,76.0
1292,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x17th.week,87.0
1293,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x18th.week,82.0
1294,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x19th.week,91.0
1295,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,x20th.week,99.0
1296,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x1st.week,70.0
1297,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x2nd.week,61.0
1298,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x3rd.week,53.0
1299,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x4th.week,46.0
1300,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x5th.week,40.0
1301,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x6th.week,33.0
1302,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x7th.week,31.0
1303,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x8th.week,26.0
1304,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x9th.week,22.0
1305,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x10th.week,19.0
1306,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x11th.week,17.0
1307,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x12th.week,15.0
1308,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x13th.week,13.0
1309,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x14th.week,9.0
1310,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x15th.week,9.0
1311,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x16th.week,8.0
1312,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x17th.week,8.0
1313,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x18th.week,6.0
1314,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x19th.week,7.0
1315,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x20th.week,7.0
1316,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x21st.week,8.0
1317,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x22nd.week,3.0
1318,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x23rd.week,3.0
1319,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x24th.week,6.0
1320,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x25th.week,6.0
1321,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x26th.week,1.0
1322,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x27th.week,2.0
1323,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x28th.week,3.0
1324,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x29th.week,4.0
1325,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x30th.week,7.0
1326,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x31st.week,9.0
1327,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x32nd.week,10.0
1328,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x33rd.week,18.0
1329,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x34th.week,20.0
1330,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x35th.week,27.0
1331,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x36th.week,29.0
1332,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x37th.week,36.0
1333,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x38th.week,40.0
1334,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x39th.week,50.0
1335,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x40th.week,47.0
1336,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,x41st.week,50.0
1337,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x1st.week,94.0
1338,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x2nd.week,90.0
1339,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x3rd.week,81.0
1340,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x4th.week,64.0
1341,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x5th.week,56.0
1342,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x6th.week,43.0
1343,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x7th.week,35.0
1344,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x8th.week,27.0
1345,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x9th.week,25.0
1346,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x10th.week,22.0
1347,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x11th.week,22.0
1348,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x12th.week,27.0
1349,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x13th.week,27.0
1350,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x14th.week,27.0
1351,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x15th.week,31.0
1352,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x16th.week,31.0
1353,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x17th.week,30.0
1354,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x18th.week,34.0
1355,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x19th.week,31.0
1356,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x20th.week,34.0
1357,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x21st.week,34.0
1358,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x22nd.week,38.0
1359,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x23rd.week,45.0
1360,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,x24th.week,50.0
1361,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x1st.week,70.0
1362,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x2nd.week,64.0
1363,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x3rd.week,54.0
1364,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x4th.week,40.0
1365,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x5th.week,34.0
1366,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x6th.week,29.0
1367,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x7th.week,29.0
1368,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x8th.week,32.0
1369,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x9th.week,32.0
1370,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x10th.week,37.0
1371,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x11th.week,47.0
1372,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x12th.week,49.0
1373,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x13th.week,52.0
1374,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x14th.week,60.0
1375,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x15th.week,76.0
1376,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x16th.week,80.0
1377,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x17th.week,89.0
1378,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x18th.week,97.0
1379,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x19th.week,98.0
1380,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,x20th.week,100.0
1381,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x1st.week,79.0
1382,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x2nd.week,79.0
1383,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x3rd.week,66.0
1384,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x4th.week,54.0
1385,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x5th.week,54.0
1386,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x6th.week,54.0
1387,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x7th.week,54.0
1388,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x8th.week,51.0
1389,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x9th.week,61.0
1390,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x10th.week,79.0
1391,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x11th.week,96.0
1392,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x14th.week,64.0
1393,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x15th.week,74.0
1394,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x16th.week,73.0
1395,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x17th.week,79.0
1396,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x18th.week,82.0
1397,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,x19th.week,96.0
1398,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x1st.week,82.0
1399,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x2nd.week,76.0
1400,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x3rd.week,74.0
1401,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x4th.week,73.0
1402,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x5th.week,73.0
1403,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x6th.week,65.0
1404,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x7th.week,59.0
1405,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x8th.week,58.0
1406,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x9th.week,54.0
1407,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x10th.week,54.0
1408,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x11th.week,53.0
1409,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x12th.week,52.0
1410,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x13th.week,55.0
1411,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x14th.week,52.0
1412,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x15th.week,57.0
1413,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x16th.week,76.0
1414,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x17th.week,91.0
1415,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x18th.week,99.0
1416,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x20th.week,91.0
1417,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,x21st.week,89.0
1418,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x1st.week,95.0
1419,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x2nd.week,88.0
1420,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x3rd.week,88.0
1421,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x4th.week,82.0
1422,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x5th.week,82.0
1423,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x6th.week,77.0
1424,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x7th.week,72.0
1425,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x8th.week,67.0
1426,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x9th.week,65.0
1427,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x10th.week,65.0
1428,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x11th.week,65.0
1429,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x12th.week,60.0
1430,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x13th.week,60.0
1431,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x14th.week,53.0
1432,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x15th.week,51.0
1433,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x16th.week,50.0
1434,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x17th.week,57.0
1435,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x18th.week,77.0
1436,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x19th.week,83.0
1437,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,x20th.week,89.0
1438,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x1st.week,75.0
1439,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x2nd.week,55.0
1440,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x3rd.week,47.0
1441,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x4th.week,36.0
1442,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x5th.week,36.0
1443,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x6th.week,30.0
1444,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x7th.week,30.0
1445,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x8th.week,31.0
1446,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x9th.week,26.0
1447,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x10th.week,25.0
1448,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x11th.week,25.0
1449,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x12th.week,26.0
1450,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x13th.week,26.0
1451,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x14th.week,28.0
1452,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x15th.week,34.0
1453,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x16th.week,47.0
1454,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x17th.week,58.0
1455,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x18th.week,68.0
1456,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x19th.week,80.0
1457,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,x20th.week,82.0
1458,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,x1st.week,99.0
1459,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,x2nd.week,99.0
1460,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,x3rd.week,99.0
1461,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,x4th.week,99.0
1462,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x1st.week,76.0
1463,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x2nd.week,59.0
1464,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x3rd.week,52.0
1465,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x4th.week,52.0
1466,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x5th.week,14.0
1467,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x6th.week,14.0
1468,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x7th.week,17.0
1469,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x8th.week,24.0
1470,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x9th.week,33.0
1471,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x10th.week,35.0
1472,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x11th.week,41.0
1473,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x12th.week,45.0
1474,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x13th.week,54.0
1475,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x14th.week,64.0
1476,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x15th.week,64.0
1477,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x16th.week,81.0
1478,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x17th.week,97.0
1479,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x18th.week,92.0
1480,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x19th.week,86.0
1481,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,x20th.week,90.0
1482,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x1st.week,77.0
1483,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x2nd.week,77.0
1484,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x3rd.week,89.0
1485,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x4th.week,64.0
1486,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x5th.week,57.0
1487,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x6th.week,47.0
1488,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x7th.week,47.0
1489,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x8th.week,55.0
1490,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x9th.week,65.0
1491,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x10th.week,69.0
1492,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x11th.week,83.0
1493,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x12th.week,82.0
1494,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x13th.week,90.0
1495,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,x14th.week,94.0
1496,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x1st.week,92.0
1497,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x2nd.week,80.0
1498,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x3rd.week,72.0
1499,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x4th.week,69.0
1500,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x5th.week,67.0
1501,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x6th.week,61.0
1502,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x7th.week,54.0
1503,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x8th.week,43.0
1504,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x9th.week,38.0
1505,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x10th.week,24.0
1506,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x11th.week,24.0
1507,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x12th.week,20.0
1508,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x13th.week,19.0
1509,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x14th.week,15.0
1510,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x15th.week,15.0
1511,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x16th.week,5.0
1512,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x17th.week,4.0
1513,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x18th.week,4.0
1514,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x19th.week,7.0
1515,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x20th.week,10.0
1516,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x21st.week,5.0
1517,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x22nd.week,9.0
1518,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x23rd.week,9.0
1519,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x24th.week,7.0
1520,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x25th.week,9.0
1521,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x26th.week,10.0
1522,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x27th.week,10.0
1523,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x28th.week,15.0
1524,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x29th.week,18.0
1525,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x30th.week,23.0
1526,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x31st.week,30.0
1527,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,x32nd.week,42.0
1528,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,x1st.week,100.0
1529,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,x2nd.week,97.0
1530,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,x3rd.week,97.0
1531,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x1st.week,72.0
1532,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x2nd.week,72.0
1533,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x3rd.week,63.0
1534,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x4th.week,56.0
1535,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x5th.week,62.0
1536,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,x6th.week,63.0
